DATASET = ORTEC Early VeRoLog 2019 - easy
NAME = Instance 5 easy

DAYS = 55
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1325

TRUCK_DISTANCE_COST = 10
TRUCK_DAY_COST = 100000
TRUCK_COST = 10
TECHNICIAN_DISTANCE_COST = 100
TECHNICIAN_DAY_COST = 1000
TECHNICIAN_COST = 100000

MACHINES = 7
	1	7	105
	2	8	875
	3	6	990
	4	4	560
	5	3	400
	6	6	605
	7	4	85

LOCATIONS = 341
	1	229	337
	2	301	544
	3	333	466
	4	375	371
	5	315	463
	6	497	734
	7	262	442
	8	505	310
	9	300	428
	10	350	559
	11	338	391
	12	443	194
	13	392	382
	14	179	334
	15	503	270
	16	324	427
	17	97	156
	18	312	490
	19	516	86
	20	479	361
	21	362	432
	22	583	179
	23	495	358
	24	498	65
	25	736	585
	26	458	180
	27	229	330
	28	237	300
	29	226	353
	30	582	436
	31	414	412
	32	450	205
	33	455	372
	34	292	238
	35	496	400
	36	348	509
	37	360	331
	38	265	474
	39	622	353
	40	395	379
	41	324	468
	42	734	593
	43	306	462
	44	594	385
	45	386	262
	46	332	457
	47	471	218
	48	308	560
	49	474	738
	50	231	406
	51	305	260
	52	535	46
	53	463	220
	54	270	405
	55	491	25
	56	735	426
	57	269	308
	58	434	234
	59	193	389
	60	209	301
	61	554	746
	62	63	165
	63	191	389
	64	543	358
	65	566	184
	66	355	356
	67	462	731
	68	528	111
	69	266	241
	70	314	556
	71	285	646
	72	495	589
	73	402	387
	74	600	680
	75	472	295
	76	776	708
	77	163	290
	78	695	717
	79	299	311
	80	261	311
	81	487	346
	82	196	312
	83	586	438
	84	621	365
	85	304	527
	86	297	464
	87	787	687
	88	505	476
	89	245	331
	90	274	312
	91	544	427
	92	425	367
	93	493	572
	94	423	331
	95	669	340
	96	669	720
	97	253	341
	98	183	333
	99	400	282
	100	564	517
	101	646	467
	102	326	334
	103	381	404
	104	277	520
	105	576	666
	106	293	192
	107	592	435
	108	529	46
	109	610	353
	110	171	369
	111	286	579
	112	440	217
	113	300	464
	114	285	562
	115	399	261
	116	512	28
	117	539	431
	118	578	444
	119	241	410
	120	271	310
	121	609	351
	122	348	404
	123	190	349
	124	440	215
	125	363	255
	126	112	260
	127	415	413
	128	391	304
	129	264	375
	130	316	320
	131	448	497
	132	470	375
	133	423	638
	134	209	343
	135	722	752
	136	375	209
	137	546	715
	138	431	333
