DATASET = ORTEC Early VeRoLog 2019 - easy
NAME = Instance 23 easy

DAYS = 35
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 2000

TRUCK_DISTANCE_COST = 10
TRUCK_DAY_COST = 1000
TRUCK_COST = 10
TECHNICIAN_DISTANCE_COST = 10000
TECHNICIAN_DAY_COST = 100000
TECHNICIAN_COST = 1000

MACHINES = 5
	1	6	997
	2	7	268
	3	8	698
	4	7	591
	5	8	595

LOCATIONS = 340
	1	704	755
	2	435	172
	3	337	559
	4	292	441
	5	646	366
	6	567	431
	7	260	479
	8	71	160
	9	357	234
	10	309	468
	11	543	164
	12	404	244
	13	531	352
	14	664	715
	15	214	337
	16	657	403
	17	245	352
	18	594	412
	19	333	465
	20	201	356
	21	444	514
	22	265	486
	23	536	425
	24	308	260
	25	420	407
	26	357	361
	27	565	759
	28	669	467
	29	354	368
	30	590	350
	31	291	523
	32	678	380
	33	563	686
	34	679	595
	35	589	403
	36	305	500
	37	548	474
	38	472	300
	39	350	227
	40	275	221
	41	309	425
	42	259	486
	43	551	397
	44	236	339
	45	477	20
	46	386	348
	47	248	331
	48	512	120
	49	496	451
	50	374	442
	51	402	480
	52	276	609
	53	275	515
	54	757	431
	55	258	497
	56	480	629
	57	266	301
	58	236	427
	59	448	464
	60	252	340
	61	328	406
	62	541	706
	63	303	431
	64	257	467
	65	551	419
	66	668	357
	67	257	232
	68	681	468
	69	204	343
	70	607	652
	71	260	482
	72	534	421
	73	313	475
	74	229	228
	75	409	376
	76	692	739
	77	554	731
	78	533	421
	79	165	369
	80	231	407
	81	228	320
	82	504	713
	83	167	359
	84	225	227
	85	416	438
	86	190	374
	87	347	453
	88	204	360
	89	444	514
	90	323	489
	91	235	349
	92	515	341
	93	575	687
	94	189	382
	95	209	338
	96	431	191
	97	476	354
	98	534	344
	99	465	377
	100	516	306
	101	313	251
	102	534	258
	103	430	512
	104	308	251
	105	533	649
	106	714	355
	107	577	696
	108	590	413
	109	539	412
	110	201	311
	111	328	458
	112	371	273
	113	121	208
	114	373	443
	115	195	389
	116	476	22
	117	501	149
	118	565	431
	119	185	380
	120	290	549
	121	295	479
	122	438	198
	123	504	267
	124	430	708
	125	161	316
	126	266	470
	127	495	34
	128	306	349
	129	366	463
	130	311	475
	131	562	711
	132	469	476
	133	356	234
	134	689	474
	135	239	242
	136	351	582
	137	447	293
	138	203	368
	139	359	586
	140	314	468
	141	179	322
	142	377	432
	143	278	306
	144	309	466
	145	545	419
	146	505	709
	147	622	329
	148	297	467
	149	376	182
	150	326	229
	151	357	242
	152	374	366
	153	477	372
	154	330	512
	155	573	596
	156	216	324
	157	144	324
	158	664	421
	159	302	468
	160	371	432
	161	606	530
	162	530	641
	163	337	240
	164	375	446
	165	577	596
	166	323	470
	167	295	267
	168	203	320
	169	592	407
	170	400	264
	171	726	419
	172	616	712
	173	446	251
	174	144	230
	175	196	313
	176	85	136
	177	281	368
	178	143	295
	179	597	326
	180	645	328
	181	487	183
	182	317	471
	183	311	472
	184	434	195
	185	525	628
	186	487	327
	187	729	704
	188	587	441
	189	499	17
	190	765	590
	191	287	439
	192	281	526
	193	219	347
	194	703	411
	195	231	324
	196	542	346
	197	517	279
	198	373	367
	199	328	228
	200	285	264
	201	312	484
	202	442	374
	203	248	348
	204	621	513
	205	537	49
	206	487	126
	207	592	407
	208	302	431
	209	271	310
	210	419	408
	211	515	610
	212	603	740
	213	516	493
	214	281	357
	215	565	743
	216	624	702
	217	545	714
	218	450	384
	219	260	339
	220	523	313
	221	615	741
	222	173	369
	223	313	485
	224	485	23
	225	354	252
	226	232	334
	227	567	339
	228	541	50
	229	539	352
	230	38	199
	231	385	465
	232	375	368
	233	322	240
	234	271	312
	235	239	429
