DATASET = ORTEC Early VeRoLog 2019 - easy
NAME = Instance 4 easy

DAYS = 45
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 2000

TRUCK_DISTANCE_COST = 10000
TRUCK_DAY_COST = 100
TRUCK_COST = 1000
TECHNICIAN_DISTANCE_COST = 10000
TECHNICIAN_DAY_COST = 10
TECHNICIAN_COST = 10000

MACHINES = 6
	1	6	206
	2	8	612
	3	5	225
	4	8	439
	5	8	796
	6	5	565

LOCATIONS = 267
	1	272	333
	2	641	477
	3	738	642
	4	738	455
	5	578	400
	6	265	512
	7	356	561
	8	360	587
	9	542	137
	10	570	259
	11	265	454
	12	521	352
	13	200	307
	14	650	574
	15	504	321
	16	581	439
	17	332	448
	18	736	431
	19	480	745
	20	271	455
	21	698	408
	22	569	692
	23	547	678
	24	210	330
	25	579	176
	26	669	722
	27	638	519
	28	306	348
	29	209	301
	30	352	512
	31	542	348
	32	390	451
	33	49	216
	34	542	420
	35	624	502
	36	264	527
	37	191	377
	38	468	388
	39	501	123
	40	708	558
	41	446	347
	42	629	669
	43	401	271
	44	265	296
	45	486	305
	46	253	498
	47	71	160
	48	470	343
	49	275	303
	50	197	394
	51	206	367
	52	263	501
	53	263	239
	54	338	307
	55	218	345
	56	248	401
	57	264	376
	58	375	372
	59	569	690
	60	329	511
	61	630	667
	62	394	427
	63	242	375
	64	545	19
	65	351	235
	66	263	315
	67	640	673
	68	157	360
	69	713	651
	70	584	183
	71	208	357
	72	140	327
	73	315	460
	74	219	422
	75	752	706
	76	117	305
	77	437	195
	78	47	205
	79	331	514
	80	438	512
	81	305	560
	82	231	339
	83	298	453
	84	272	455
	85	504	311
	86	520	289
	87	285	212
	88	677	725
	89	644	381
	90	456	355
	91	510	358
	92	520	324
	93	430	184
	94	232	349
	95	525	350
	96	586	181
	97	309	695
	98	193	372
	99	293	463
	100	480	666
	101	542	166
	102	578	705
	103	312	466
	104	223	373
	105	280	469
	106	390	205
	107	295	672
	108	349	451
	109	324	460
	110	717	705
	111	478	371
	112	370	422
	113	311	473
	114	310	260
	115	555	651
	116	316	305
	117	514	489
	118	329	513
	119	331	452
	120	273	451
	121	504	50
	122	247	346
	123	259	463
	124	287	677
	125	517	296
	126	224	239
	127	259	477
	128	359	240
	129	231	283
	130	212	339
	131	674	373
	132	512	305
	133	273	454
	134	1	158
	135	346	455
	136	224	409
	137	271	311
	138	252	341
	139	283	415
	140	266	240
	141	557	204
	142	104	211
	143	266	479
	144	360	587
	145	330	350
	146	340	239
	147	299	492
	148	479	357
	149	42	205
	150	225	342
	151	336	321
	152	347	234
	153	761	689
	154	345	301
	155	259	498
	156	232	342
	157	575	687
	158	173	186
	159	498	52
	160	420	420
	161	163	331
	162	286	665
	163	197	311
	164	357	553
	165	462	718
	166	514	684
	167	606	536
	168	334	449
	169	306	454
	170	435	511
	171	329	410
	172	381	585
	173	295	442
	174	524	29
	175	305	492
	176	536	216
	177	636	409
	178	433	363
	179	180	381
	180	478	371
	181	304	311
	182	366	238
	183	250	236
	184	626	711
	185	451	712
	186	308	476
	187	459	350
	188	315	375
	189	442	466
	190	214	235
	191	455	375
	192	541	50
	193	160	316
	194	162	363
	195	629	730
	196	480	209
	197	383	175
	198	350	390
	199	250	228
	200	318	461
	201	590	351
	202	279	449
	203	179	342
	204	485	141
	205	264	314
	206	383	405
	207	299	446
	208	233	382
	209	345	403
	210	308	482
	211	426	386
	212	306	445
	213	651	431
	214	735	756
	215	153	289
	216	116	272
	217	487	613
	218	450	714
	219	279	347
	220	612	393
	221	315	318
	222	564	226
	223	382	309
	224	191	386
	225	472	462
	226	396	574
	227	394	272
	228	519	371
	229	737	436
	230	191	395
	231	451	634
	232	197	376
	233	499	17
	234	74	276
	235	49	162
	236	512	29
	237	328	309
	238	212	362
	239	556	547
	240	206	346
	241	350	561
	242	612	347
	243	544	656
	244	327	477
	245	269	455
	246	319	482
	247	251	330
	248	226	334
	249	328	499
	250	611	668
	251	449	335
	252	267	549
	253	260	333
	254	244	286
	255	332	444
	256	263	475
	257	567	337
	258	718	451
	259	256	466
	260	246	319
	261	319	495
	262	327	516
	263	82	201
	264	563	776
	265	674	616
	266	713	441
	267	391	448

REQUESTS = 750
	1	219	1	4	3	1
	2	162	1	5	2	1
	3	184	1	2	6	1
	4	50	1	4	4	1
	5	34	1	4	5	1
	6	3	1	3	1	2
	7	73	1	6	5	1
	8	106	1	3	5	2
	9	233	1	3	4	2
	10	68	1	2	1	2
	11	206	1	6	5	2
	12	119	1	3	6	1
	13	102	2	4	2	1
	14	161	2	7	4	1
	15	147	2	6	4	1
	16	95	2	5	5	2
	17	218	2	4	5	1
	18	49	2	4	5	1
	19	198	2	7	3	2
	20	13	2	4	3	2
	21	190	2	4	1	3
	22	232	2	6	1	3
	23	92	2	6	5	2
	24	69	2	7	1	1
	25	26	3	7	3	3
	26	126	3	4	1	2
	27	117	3	5	5	2
	28	24	3	7	5	2
	29	25	3	6	6	3
	30	86	3	7	4	2
	31	241	3	4	3	3
	32	214	3	6	6	3
	33	246	3	8	2	2
	34	83	3	5	3	1
	35	50	3	5	3	3
	36	55	3	8	5	2
	37	97	3	8	6	1
	38	100	3	6	2	2
	39	232	3	6	5	2
	40	40	3	5	6	1
	41	176	3	5	4	1
	42	172	3	8	3	2
	43	187	3	5	5	1
	44	127	3	4	4	2
	45	208	3	7	2	1
	46	107	3	4	1	1
	47	23	3	5	1	1
	48	198	3	4	5	2
	49	157	4	9	1	3
	50	20	4	5	3	1
	51	155	4	5	4	1
	52	149	4	6	5	2
	53	40	4	5	4	2
	54	20	4	8	6	1
	55	204	4	6	3	2
	56	216	4	5	2	1
	57	39	4	7	1	1
	58	221	4	7	2	2
	59	35	4	6	3	2
	60	152	4	8	3	2
	61	47	4	8	3	1
	62	227	4	6	4	1
	63	222	4	9	3	2
	64	59	4	9	5	2
	65	209	4	6	5	1
	66	117	4	5	1	2
	67	46	4	8	4	2
	68	119	4	6	1	2
	69	84	4	9	5	2
	70	249	4	8	1	3
	71	189	5	6	3	1
	72	176	5	8	5	1
	73	120	5	10	4	2
	74	165	5	10	6	3
	75	158	5	6	5	2
	76	14	5	10	5	1
	77	197	5	6	5	2
	78	238	5	9	1	1
	79	48	5	10	4	1
	80	3	5	7	4	1
	81	16	5	7	6	2
	82	44	5	10	1	1
	83	51	5	9	4	2
	84	86	5	9	4	1
	85	51	5	8	1	3
	86	216	5	7	6	3
	87	104	5	8	2	2
	88	58	5	7	2	1
	89	236	5	10	4	2
	90	179	5	6	5	1
	91	5	5	9	1	3
	92	203	5	9	3	1
	93	33	5	8	3	1
	94	241	6	8	6	3
	95	198	6	11	5	2
	96	240	6	7	1	2
	97	232	6	8	5	2
	98	205	6	7	2	2
	99	93	6	11	4	1
	100	222	6	8	6	2
	101	22	7	12	6	2
	102	63	7	8	1	1
	103	124	7	12	4	2
	104	176	7	11	1	3
	105	2	7	11	1	2
	106	131	7	10	1	1
	107	159	7	9	1	3
	108	45	7	8	4	1
	109	152	7	9	2	1
	110	178	7	12	2	1
	111	218	7	11	2	1
	112	217	7	10	4	2
	113	102	7	11	3	3
	114	115	7	12	3	1
	115	157	7	10	5	1
	116	50	7	9	4	1
	117	11	7	12	3	2
	118	176	7	10	2	2
	119	58	7	11	3	2
	120	77	7	9	3	3
	121	93	7	8	5	2
	122	45	7	9	6	3
	123	11	7	11	4	1
	124	156	7	11	3	2
	125	239	7	9	1	2
	126	20	7	12	2	1
	127	202	7	8	5	2
	128	184	7	10	5	1
	129	120	8	12	4	1
	130	128	8	10	4	1
	131	237	8	9	6	3
	132	200	8	9	3	1
	133	48	8	11	4	1
	134	100	8	11	1	3
	135	142	8	9	2	1
	136	39	8	10	6	2
	137	27	8	10	6	3
	138	49	8	9	1	1
	139	177	8	13	4	1
	140	22	8	11	4	1
	141	57	8	11	1	2
	142	126	8	12	4	2
	143	16	8	10	3	1
	144	134	8	10	4	2
	145	38	8	13	1	3
	146	69	8	9	2	2
	147	54	8	13	1	3
	148	187	8	11	1	3
	149	96	8	13	2	2
	150	191	9	14	3	3
	151	241	9	11	4	1
	152	109	9	11	1	1
	153	42	9	10	3	3
	154	59	9	13	5	1
	155	62	9	12	4	2
	156	22	9	14	2	1
	157	246	9	13	4	1
	158	170	10	11	6	3
	159	247	10	11	3	1
	160	250	10	13	1	1
	161	173	10	15	1	2
	162	150	10	12	4	2
	163	112	10	13	6	2
	164	213	10	15	3	3
	165	125	10	14	1	3
	166	11	10	13	2	2
	167	151	10	15	6	2
	168	233	10	14	2	1
	169	57	10	14	5	2
	170	243	10	12	3	2
	171	227	10	13	4	2
	172	86	10	15	1	1
	173	84	10	12	5	2
	174	134	10	11	4	1
	175	154	10	11	2	2
	176	80	10	13	6	3
	177	31	10	12	4	1
	178	188	10	13	3	2
	179	27	10	11	1	2
	180	251	10	15	6	2
	181	43	10	12	5	2
	182	13	10	15	4	2
	183	162	10	15	5	1
	184	156	10	14	2	1
	185	184	11	15	1	3
	186	239	11	14	3	3
	187	154	11	16	1	1
