DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 6

DAYS = 15
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1315

TRUCK_DISTANCE_COST = 10000
TRUCK_DAY_COST = 100000
TRUCK_COST = 100000
TECHNICIAN_DISTANCE_COST = 100
TECHNICIAN_DAY_COST = 100000
TECHNICIAN_COST = 10

MACHINES = 3
    1     6   995
    2     7   270
    3     8   700

LOCATIONS = 404
    1   292   594
    2   177   331
    3   492   679
    4   221   272
    5   704   755
    6   435   172
    7   337   559
    8   292   441
    9   646   366
   10   567   431
   11   260   479
   12    71   160
   13   357   234
   14   309   468
   15   543   164
   16   404   244
   17   531   352
   18   664   715
   19   214   337
   20   657   403
   21   245   352
   22   594   412
   23   333   465
   24   201   356
   25   444   514
   26   265   486
   27   536   425
   28   308   260
   29   420   407
   30   357   361
   31   565   759
   32   669   467
   33   354   368
   34   590   350
   35   291   523
   36   678   380
   37   563   686
   38   679   595
   39   589   403
   40   305   500
   41   548   474
   42   472   300
   43   350   227
   44   275   221
   45   309   425
   46   259   486
   47   551   397
   48   236   339
   49   477    20
   50   386   348
   51   248   331
   52   512   120
   53   496   451
   54   374   442
   55   402   480
   56   276   609
   57   275   515
   58   757   431
   59   258   497
   60   480   629
   61   266   301
   62   236   427
   63   448   464
   64   252   340
   65   328   406
   66   541   706
   67   303   431
   68   257   467
   69   551   419
   70   668   357
   71   257   232
   72   681   468
   73   204   343
   74   607   652
   75   260   482
   76   534   421
   77   313   475
   78   229   228
   79   409   376
   80   692   739
   81   554   731
   82   533   421
   83   165   369
   84   231   407
   85   228   320
   86   504   713
   87   167   359
   88   225   227
   89   416   438
   90   190   374
   91   347   453
   92   204   360
   93   444   514
   94   323   489
   95   235   349
   96   515   341
   97   575   687
   98   189   382
   99   209   338
  100   431   191
  101   476   354
  102   534   344
  103   465   377
  104   516   306
  105   313   251
  106   534   258
  107   430   512
  108   308   251
  109   533   649
  110   714   355
  111   577   696
  112   590   413
  113   539   412
  114   201   311
  115   328   458
  116   371   273
  117   121   208
  118   373   443
  119   195   389
  120   476    22
  121   501   149
  122   565   431
  123   185   380
  124   290   549
  125   295   479
  126   438   198
  127   504   267
  128   430   708
  129   161   316
  130   266   470
  131   495    34
  132   306   349
  133   366   463
  134   311   475
  135   562   711
  136   469   476
  137   356   234
  138   689   474
  139   239   242
  140   351   582
  141   447   293
  142   203   368
  143   359   586
  144   314   468
  145   179   322
  146   377   432
  147   278   306
  148   309   466
  149   545   419
  150   505   709
  151   622   329
  152   297   467
  153   376   182
  154   326   229
  155   357   242
  156   374   366
  157   477   372
  158   330   512
  159   573   596
  160   216   324
  161   144   324
  162   664   421
  163   302   468
  164   371   432
  165   606   530
  166   530   641
  167   337   240
  168   375   446
  169   577   596
  170   323   470
  171   295   267
  172   203   320
  173   592   407
  174   400   264
  175   726   419
  176   616   712
  177   446   251
  178   144   230
  179   196   313
  180    85   136
  181   281   368
  182   143   295
  183   597   326
  184   645   328
  185   487   183
  186   317   471
  187   311   472
  188   434   195
  189   525   628
  190   487   327
  191   729   704
  192   587   441
  193   499    17
  194   765   590
  195   287   439
  196   281   526
  197   219   347
  198   703   411
  199   231   324
  200   542   346
  201   517   279
  202   373   367
  203   328   228
  204   285   264
  205   312   484
  206   442   374
  207   248   348
  208   621   513
  209   537    49
  210   487   126
  211   592   407
  212   302   431
  213   271   310
  214   419   408
  215   515   610
  216   603   740
  217   516   493
  218   281   357
  219   565   743
  220   624   702
  221   545   714
  222   450   384
  223   260   339
  224   523   313
  225   615   741
  226   173   369
  227   313   485
  228   485    23
  229   354   252
  230   232   334
  231   567   339
  232   541    50
  233   539   352
  234    38   199
  235   385   465
  236   375   368
  237   322   240
  238   271   312
  239   239   429
  240   605   347
  241   293   631
  242   277   367
  243   269   507
  244   557   154
  245   549   348
  246   248   343
  247   258   421
  248   323   477
  249   530   358
  250   334   455
  251   353   268
  252   224   334
  253   327   470
  254   611   379
  255   429   412
  256   366   427
  257   455   368
  258   270   405
  259   284   549
  260   342   373
  261   319   463
  262   375   429
  263   571   689
  264   184   382
  265   113   259
  266   659   490
  267   214   343
  268   591   438
  269   531   527
  270   336   389
  271   559   174
  272   264   472
  273   489   645
  274   284   576
  275   469   464
  276   213   377
  277   371   432
  278   390   400
  279   517   347
  280   396   416
  281   279   370
  282   313   424
  283   493   326
  284   506   475
  285   306   490
  286   292   471
  287   329   455
  288   221   344
  289   297   246
  290   508   648
  291   493   326
  292   547   754
  293   264   374
  294   356   561
  295    38   201
  296   279   415
  297   314   499
  298   355   373
  299   685   453
  300   295   525
  301   330   315
  302   227   390
  303   206   318
  304   179   376
  305   300   340
  306   619   645
  307   146   320
  308   381   441
  309   612   519
  310   687   778
  311   456   309
  312   591   417
  313   184   321
  314   261   466
  315   194   355
  316   368   391
  317     1   179
  318   550    35
