DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 22

DAYS = 25
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1330

TRUCK_DISTANCE_COST = 10
TRUCK_DAY_COST = 100
TRUCK_COST = 10
TECHNICIAN_DISTANCE_COST = 10
TECHNICIAN_DAY_COST = 100000
TECHNICIAN_COST = 100

MACHINES = 4
    1     5   635
    2     4   535
    3     4   335
    4     3   870

LOCATIONS = 258
    1   693   352
    2   219   336
    3   361   398
    4   698   357
    5   211   173
    6   382   346
    7   265   476
    8   184   380
    9   618   682
   10   195   375
   11   199   315
   12   764   700
   13   125   271
   14   691   339
   15   268   304
   16   713   718
   17   178   382
   18   513   359
   19   217   332
   20   543   266
   21   223   401
   22   314   475
   23   390   348
   24   394   451
   25   198   334
   26   526   364
   27   207   385
   28   564   341
   29   465   668
   30   319   461
   31   242   346
   32   657   397
   33   407   160
   34   359   382
   35   709   705
   36   287   241
   37   260   479
   38   321   297
   39   560   448
   40   379   303
   41   173   380
   42   501   312
   43   230   324
   44   316   466
   45   584   333
   46   204   336
   47   195   337
   48   385   288
   49   298   467
   50   357   557
   51   538   469
   52   301   434
   53   268   451
   54   285   549
   55   259   498
   56   519   316
   57   436   261
   58   159   319
   59   567   514
   60   226   337
   61   349   514
   62   428   329
   63   310   457
   64   589   478
   65   458   191
   66   404   172
   67   158   355
   68   523   527
   69   773   689
   70   498     7
   71   244   348
   72   606   351
   73   440   351
   74   499    58
   75   288   458
   76   258   498
   77   442   429
   78   752   575
   79   562   344
   80   201   370
   81   463   741
   82   566   517
   83   297   619
   84   230   333
   85   306   465
   86   547    29
   87   510    15
   88   213   335
   89   649   467
   90   489   740
   91   359   359
   92   231   362
   93    46   205
   94   602   514
   95   460   150
   96   395   414
   97   527   526
   98   179   376
   99   663   720
  100   223   435
  101   665   700
  102   189   382
  103   524    14
  104   660   718
  105   561   683
  106   535   420
  107   381   382
  108   641   432
  109   359   240
  110   229   382
  111   539   769
  112   159   311
  113   516   300
  114   639   399
  115   528   348
  116   671   718
  117   216   320
  118   268   230
  119   697   353
  120   602   353
  121   359   397
  122   426   398
  123   662   659
  124   494   187
  125   313   485
  126   338   413
  127   428   170
  128   574   344
  129   420   412
  130   698   778
  131   654   574
  132   450   679
  133   156   310
  134   292   491
  135   202   335
  136   603   351
  137   365   269
