DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 9

DAYS = 45
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1295

TRUCK_DISTANCE_COST = 10
TRUCK_DAY_COST = 100
TRUCK_COST = 10000
TECHNICIAN_DISTANCE_COST = 100000
TECHNICIAN_DAY_COST = 10000
TECHNICIAN_COST = 10000

MACHINES = 6
    1     8   525
    2     6   965
    3     4   780
    4     4   730
    5     6   550
    6     7   160

LOCATIONS = 195
    1   245   348
    2   271   308
    3   514   685
    4   292   243
    5   232   326
    6   543    53
    7   547   330
    8   287   536
    9   658   722
   10   499   271
   11   209   301
   12   335   513
   13   256   468
   14   284   640
   15   348   392
   16   300   570
   17   426   350
   18   546   315
   19   314   487
   20   495   402
   21   349   388
   22   375   209
   23   330   517
   24   366   387
   25   665   717
   26   611   412
   27   434   354
   28   109   260
   29   425   263
   30   247   346
   31   295   310
   32   594   385
   33   586   590
   34   142   149
   35   512   731
   36   566   517
   37   245   346
   38   187   267
   39   439   428
   40   335   450
   41   299   434
   42   487   342
   43   304   496
   44   272   311
   45   204   366
   46   355   238
   47   547   429
   48   328   267
   49   536   415
   50   735   593
   51   287   555
   52   261   422
   53   435   363
   54   313   251
   55   386   377
   56   282   548
   57   765   590
   58   442   427
   59   285   553
   60   386   472
   61   146   320
   62   311   475
   63   522    45
   64   236   331
   65   531   356
   66   187   384
   67   589   443
   68   566   380
   69   636   695
   70   368   382
   71   548   164
   72   365   390
   73   307   492
   74   374   428
   75   259   322
   76   254   402
   77   320   480
   78   537   427
   79   275   369
   80   261   495
   81   236   326
   82   737   426
   83   286   511
   84   548    31
   85   537   123
   86   500    71
   87   456   253
   88   559   687
   89   365   311
   90   311   447
   91    40   199
   92   626   330
   93   375   477
   94   246   436
   95   588   564
   96   485   257
   97   160   313
   98   477   667
   99   267   479
  100   792   693
  101   272   306
  102   627   380
  103   499    58
  104   454   712
  105   569   480
  106   226   342
  107   359   240
  108   478    27
  109   583   181
  110   440   193
  111   630   667
  112   313   389
  113   479   378
  114   400   282
  115   275   560
  116   325   254
  117    69   278
  118   329   451
  119   301   247
  120   469   304
  121   593   605
  122   534   296
  123   632   729
  124   562   734
