DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 2

DAYS = 25
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1530

TRUCK_DISTANCE_COST = 10
TRUCK_DAY_COST = 100
TRUCK_COST = 10
TECHNICIAN_DISTANCE_COST = 100000
TECHNICIAN_DAY_COST = 10000
TECHNICIAN_COST = 100

MACHINES = 4
    1     7   315
    2     6   580
    3     5   620
    4     3   550

LOCATIONS = 115
    1   670   662
    2   495   150
    3   703   348
    4   542   347
    5   478   667
    6   564   581
    7   222   400
    8   532    47
    9   384   388
   10   501   726
   11   198   382
   12   520   351
   13   582   578
   14   637   359
   15   399   570
   16   348   223
   17   548    40
   18   342   582
   19   526   557
   20   419   407
   21   557   764
   22    90   207
   23   236   426
   24   376   373
   25   108   147
   26   386   262
   27   246   346
   28   231   324
   29   324   427
   30   227   326
   31   235   421
   32   287   547
   33   474   367
   34   362   392
   35   334   419
   36   298   498
   37   676   346
   38   286   557
   39   559   411
   40   438   427
   41   476   665
   42   308   454
   43   681   468
   44   442   358
   45   439   222
   46   513   315
   47   135   311
   48   280   546
   49   269   323
   50   357   383
   51   759   703
   52   182   339
   53   405   175
   54   270   508
   55   441   258
   56   259   474
   57   362   404
   58   390   566
   59   327   477
   60   366   381
   61   577   182
   62   691   582
   63   358   386
   64   200   386
   65   534   642
   66   550   775
   67   492   142
   68   531   123
   69   501   321
   70   174   360
   71   439   260
   72   257   483
   73   457   400
   74   618   682
   75   360   335
   76   164   333
   77   270   429
   78   716   568
   79   300   385
   80   517   311
   81   518   317
   82   650   655
   83   564   392
   84   736   577
   85   221   270
   86   296   444
   87   579   176
   88   253   344
   89   634   445
   90   291   548
   91   655   651
   92   467   454
   93   311   452
   94   331   316
   95   316   469
   96   318   389
   97   308   561
   98   295   443
   99   541   465
  100   375   479
  101   274   397
  102   630   347
  103   549     2
  104   565   624
  105   568   520
  106   750   425
  107   311   372
  108   428   422
  109   199   374
  110   620   345
  111   523   313
  112   583   432
  113   610   353
  114   595   410
  115   705   451

REQUESTS = 300
    1    98     1     5     3     2
    2    30     1     3     4     2
    3    12     1     3     1     1
    4    18     1     2     3     1
    5    70     1     5     3     1
    6    76     1     6     3     2
    7    65     1     6     4     2
    8    19     1     3     1     1
    9    78     1     4     2     3
   10    28     1     6     4     2
   11     8     1     3     3     1
   12    28     1     6     2     1
   13     2     1     3     3     2
   14    61     1     4     4     1
   15     4     1     6     1     2
   16    94     2     7     3     1
   17    76     2     5     3     2
   18     9     2     6     2     1
   19    45     2     7     2     1
   20    14     2     7     3     3
   21    52     2     6     3     3
   22    62     2     3     3     1
   23    12     2     4     1     2
   24    51     2     5     1     2
   25    25     2     7     2     1
   26    83     2     4     1     2
   27    22     2     7     1     1
   28    37     2     3     3     1
   29    70     2     3     3     2
   30     8     2     6     4     2
   31    65     2     7     4     3
   32    75     2     3     1     1
   33    59     2     4     2     2
   34     3     2     4     1     2
   35     3     3     8     2     1
